Id_pedido;Data;Cliente_ID;Product_ID;Price
194580708;01/04/2024;574666306;5887000;56
8366209499;26/09/2023;580815064;5820460;2500
196410023;29/10/2022;581003556;5822355;292
197275284;10/06/2022;416761821;4870;258
821613904;29/11/2022;597040052;5800834;14
211124457;14/03/2021;521484087;5700032;85
2392184451;03/08/2023;588790431;5699797;2500
202919262;25/02/2023;597144867;59989;295
208163222;30/03/2022;563089923;5704385;10
5038417832;11/05/2021;521484087;5809912;5
214480468;08/04/2023;495003352;5690993;196
216418054;15/09/2022;581003556;5789896;288
222820230;06/02/2022;566888554;5903598;165
227147622;14/01/2021;505611962;5795703;27
297492183;03/04/2021;552330528;5889593;3000
242370216;24/11/2021;543040122;5676287;118
246401682;24/05/2021;563089923;5678407;15
247720869;31/12/2023;241623554;5697123;241
3624227185;14/11/2021;597040052;4229;14
252645198;24/06/2024;525940541;5550030;134
253481309;29/04/2024;585027010;5836510;62
255751299;09/01/2021;598811723;5826185;162
257400820;30/11/2023;539394180;5823479;165
5563447047;03/04/2021;580815064;5820438;2500
267585493;29/04/2023;413500273;5735268;272
268049219;07/05/2023;595748836;5824555;234
268590219;06/04/2023;416761821;5838727;125
270286177;24/12/2023;542858086;5849376;129
292885590;22/05/2022;568449307;5759104;2000
278317523;16/03/2021;525940541;5726163;82
278581846;18/01/2022;241623554;5549810;125
279082329;04/10/2021;597184514;5807828;185
279462097;02/12/2023;597040440;5769925;199
279525636;10/03/2021;598551480;60181;274
6502109142;21/01/2023;597040052;33956;14
287843927;27/11/2022;597575619;5560976;269
292577914;01/08/2022;567031543;5677936;90
430654434;14/02/2021;568449307;5759106;2000
6801914455;12/01/2023;521484087;5809910;2
2151026634;13/02/2024;558225141;5868795;3000
8941390045;04/08/2023;580815064;5697542;2500
6834913593;29/08/2022;521484087;5700032;2
306907193;29/06/2021;596919180;5859418;163
309832408;25/02/2021;566888554;5903598;24
6252069917;02/10/2021;387249893;5846385;3000
5398638168;29/01/2022;580815064;5820425;2500
314211947;01/04/2022;582608215;5567922;56
315408718;26/07/2021;598675537;5877456;233
9873500855;28/12/2021;521484087;5700032;3
9549519697;17/01/2022;597040052;5835178;14
323111398;27/12/2021;296723819;5838082;150
326236369;14/10/2023;597184514;5774946;67
327017106;10/05/2023;589997666;5783519;190
5620431672;26/10/2022;568830288;5844760;14
330779096;12/12/2022;590949223;5841297;112
2324399482;22/01/2021;597040052;5528034;14
7639953519;05/02/2022;580815064;5901625;2500
7832142305;29/06/2021;580815064;5820454;17
343464739;05/09/2022;596251631;5899144;210
344623430;24/08/2023;335331807;5715617;188
346244210;26/05/2023;581003556;5567992;38
394011377;04/09/2023;597040052;5815143;14
9682752404;15/12/2022;597040052;5910974;14
351665663;30/12/2021;61715970;5694163;202
352888954;24/09/2021;566888554;5690235;216
8535781179;04/12/2023;537338967;5670334;3000
355893352;15/01/2022;525940541;5822311;225
359780223;16/06/2024;598551480;5614838;36
360961518;16/01/2023;597184514;5854897;20
363941743;03/11/2022;581003556;5689127;90
364278724;21/04/2022;325489429;5683737;243
614673107;22/12/2022;521484087;5700032;15
366947885;04/09/2022;597908642;5910927;155
369111695;11/11/2022;581003556;5567910;204
372292017;10/04/2023;552411463;5732029;82
374183608;20/06/2022;597100177;5561048;19
4343877231;07/11/2021;558225141;5899845;3000
376634517;21/12/2023;525940541;5561044;286
5841118170;09/12/2023;597040052;5809152;14
380801906;26/04/2024;416761821;5867963;131
7412180178;13/10/2023;597148997;5789668;2000
386184271;20/07/2021;595423371;5713054;165
392500016;25/08/2022;598834621;5902152;285
5813649219;30/07/2021;597040052;5853234;14
394823444;20/09/2022;413500273;5849033;100
395870258;30/10/2021;573543477;5813498;86
5898835983;31/07/2023;580815064;5541652;18
403698469;02/08/2021;598276641;5870225;165
744577598;09/01/2022;597040052;5800970;14
406709892;18/10/2021;598276641;5550118;99
406986451;23/01/2024;508781007;5843792;127
412152597;22/11/2022;539394180;5823479;113
412795440;09/04/2024;566888554;5827356;266
413241337;23/02/2023;471869326;5838938;287
414358052;14/07/2022;597113299;5769925;265
414782660;14/09/2021;596667638;5723225;232
415465818;11/06/2022;592262174;5877454;73
416594350;26/10/2021;582608215;5915009;71
416673786;05/08/2023;525940541;5561012;131
421418044;03/08/2021;482500301;5528035;296
430081520;16/04/2024;441648690;5769896;236
3936889447;18/03/2022;597394121;5846437;2000
431479457;02/06/2023;596826947;5788438;91
431764997;29/05/2023;578479164;5878620;228
434334607;17/06/2023;471869326;5858899;106
436920179;29/03/2022;566888554;5916103;51
734717333;03/06/2021;597040052;4229;14
442322411;03/03/2022;566888554;5677617;156
443102971;19/08/2021;471869326;59893;172
1238891564;18/10/2023;598820580;5708150;14
450160906;30/04/2024;596667638;5864651;213
450400596;15/07/2023;578479164;5884021;94
452038721;17/06/2023;596826947;5788436;178
491815872;11/08/2021;597040052;5800845;14
455571311;10/01/2023;567031543;5686082;282
8502362653;03/10/2022;523980941;5809910;20
458376619;14/01/2024;598276641;5842268;46
4807727185;05/01/2021;597040052;5800966;14
463112613;29/09/2021;567031543;5881424;35
466238764;22/02/2021;506405545;5700075;63
467884655;09/12/2022;598834621;5902155;263
471582162;20/03/2024;598301880;5766587;2000
3701274877;24/02/2022;580815064;5700046;22
479053729;15/07/2022;598551480;5833334;210
4506389063;09/01/2021;597040052;3978;14
491867910;07/02/2023;597263236;5838935;170
491945593;21/11/2021;335331807;5813084;71
497702379;08/06/2023;582380600;5769877;172
499939292;02/08/2022;596370928;5815139;140
507260107;14/04/2022;598041477;5863844;221
510315783;26/05/2024;590949223;5712451;231
515143110;23/08/2022;596667638;5866165;159
517710313;02/08/2022;581003556;5802431;218
528390396;26/06/2024;577738817;5864485;121
631064325;10/10/2021;597040052;8081;14
531125357;23/05/2022;566888554;5883970;259
538152584;19/08/2021;567289579;5777701;109
539242248;02/04/2024;597258425;5809910;28
543841900;15/12/2021;409811593;5880208;76
545056243;06/02/2021;395456707;5751422;95
546950709;26/10/2023;598749340;5850281;15
6022426931;23/12/2021;597040052;5645616;14
572003611;07/02/2021;563089923;5865794;15
573177115;03/01/2023;461334357;5892179;150
574751386;21/03/2024;589256357;5861763;226
584865432;29/04/2022;562896848;5686907;124
585376560;14/06/2023;566888554;5677617;257
4738081362;19/02/2022;597040052;5803427;14
592580396;16/10/2021;523313469;5809912;194
593402100;26/06/2023;416761821;5549838;97
7142922035;29/12/2022;521484087;5700032;281
594292780;19/01/2021;241623554;5824840;67
7907892731;04/05/2022;597040052;5803982;14
601732829;23/06/2024;578479164;5830920;234
605135750;25/09/2022;471869326;59892;266
605698911;12/08/2023;543632944;5905704;242
4062777418;27/03/2024;521484087;5700032;5
613151925;21/04/2022;598675537;5676287;274
5415783867;28/01/2024;521484087;5809910;5
616636307;31/12/2021;471869326;5877003;207
2087522445;28/10/2021;521484087;5809911;6
625539887;28/02/2022;525940541;5549786;133
626907681;25/12/2023;518872821;5687483;200
627942627;02/10/2023;597715241;5884356;67
628660961;13/07/2022;562896848;5686905;92
9539050344;30/11/2022;597040052;4185;14
637208342;07/07/2021;525940541;5726197;226
9414770809;10/01/2023;597040052;5614841;14
637802431;28/03/2023;581003556;5864805;264
6774190932;18/04/2024;597040052;4229;14
640883184;28/05/2021;460780714;5885845;208
646640511;04/11/2021;565654046;5568208;74
647099720;01/12/2023;508781007;5886432;124
1922724424;01/08/2021;597040052;5803982;14
8619094797;15/10/2022;521484087;5700032;6
660174183;03/04/2024;412461044;5843291;120
663351591;21/03/2024;271006026;5774248;259
666548210;16/11/2021;582608215;5700037;208
671617620;20/07/2021;241623554;5564558;262
1466080875;14/02/2023;597040052;5899926;14
672813817;29/05/2021;471869326;5744200;68
674459139;22/10/2021;413500273;5736338;22
3166977786;24/05/2023;597040052;3978;14
683784343;22/03/2024;413500273;34772;235
684958880;22/10/2021;599031499;5752069;168
9376029224;30/04/2021;580815064;5849033;22
7622974956;07/09/2021;476236356;5618381;14
693976350;08/09/2023;525940541;5700045;209
694246659;29/04/2022;525940541;5809251;297
2747591203;14/03/2022;597040052;5835178;14
702435155;15/09/2021;325489429;5561022;242
708494435;16/06/2021;596826947;5788440;150
8774555885;25/01/2024;597040052;5815112;14
716796552;28/04/2024;566888554;5690235;103
717567232;28/04/2021;598041477;5851884;185
717875065;14/12/2021;578479164;5884006;263
728236663;14/08/2022;592262174;5753489;95
730658629;24/08/2023;519023728;5860151;114
731538298;05/01/2021;564799545;5911274;224
732045743;12/06/2021;521299864;37987;298
9443390679;07/06/2023;597040052;5882774;14
735179478;02/08/2022;590949223;5528034;253
741046988;29/04/2021;581003556;5674751;282
3122071340;10/06/2021;488624480;3978;24
638725667;25/03/2022;597040052;4229;14
747334950;15/12/2021;400978601;5700046;143
747771353;04/06/2022;567289579;5582548;61
749903508;19/05/2024;567031543;5881431;13
752068901;15/06/2022;596033780;5811771;261
756972365;09/06/2022;482500301;5724230;240
759994001;30/01/2022;589997666;5810227;192
762131673;11/12/2022;416761821;5900592;94
767597161;30/10/2023;567289579;5897975;211
775606174;16/06/2022;543632944;5889484;289
775994411;13/05/2024;598142782;5882617;74
776088458;29/02/2024;581003556;5561066;290
3600757150;30/06/2021;521484087;5809910;9
6399774077;02/07/2023;596624057;5771958;24
785050463;17/03/2021;325489429;5550028;265
792404407;07/12/2023;598276641;5726158;172
797377846;01/07/2021;596826947;5788435;159
804048631;19/07/2022;296723819;5838120;95
806229650;17/02/2023;413500273;5873645;19
809007365;08/06/2023;598834621;5902152;80
809571529;27/06/2021;539394180;5797784;86
809999310;07/01/2023;582608215;5732016;127
812795545;14/11/2021;598551480;5789608;198
3905680711;26/01/2021;597040052;5800966;14
814363278;26/07/2023;597457166;5672700;49
814774288;29/07/2021;596033780;5855034;278
815197063;05/03/2022;61715970;5845647;151
5187226474;14/11/2022;523980941;5683350;27
1110794669;01/10/2022;597040052;5899926;14
825039293;29/08/2021;542858086;5808501;122
828342236;30/09/2021;578479164;5812138;47
828419880;12/03/2023;564799545;5886421;167
1036974618;20/05/2022;521484087;5700032;9
8372770515;11/05/2022;597040052;5809165;14
844295765;25/09/2022;567289579;5803519;127
7617390678;03/09/2021;597040052;5853235;14
859608658;08/02/2023;413500273;5687154;148
7652990931;02/11/2022;596664058;5899245;3000
875905262;07/10/2021;525940541;5550104;284
880262450;21/04/2022;241623554;5834721;171
883519996;19/04/2021;574666306;5732018;189
888879789;02/10/2022;596826947;5788440;238
890406265;01/12/2022;574666306;5817680;106
3217364650;15/01/2021;597040052;5857012;14
893404713;03/08/2022;367019853;5912329;190
8770170863;01/12/2022;580815064;5820462;28
895927038;23/02/2022;596826947;5788436;101
3769156863;03/03/2021;502260544;5809910;2000
2067644530;19/02/2022;597165798;5882788;14
905174699;15/12/2021;598834621;5875320;237
6994454004;05/11/2022;565528719;5228;14
9289257946;29/09/2023;580815064;5859484;28
915940404;19/07/2022;514907810;5884577;14
9904836839;15/12/2022;597040052;5809152;14
928684062;07/01/2021;598749340;5856186;154
1914191044;18/07/2023;580815064;5820478;29
932607044;10/05/2021;574666306;5887000;142
932923295;26/09/2021;525940541;5687151;114
933046225;01/01/2022;543040122;5814533;213
934027454;26/06/2024;597500933;5912600;12
936355558;29/12/2021;542858086;5875319;292
939473963;13/02/2024;355849921;5882041;133
945701371;26/03/2023;413500273;5734579;280
949394556;07/10/2021;596826947;5755877;118
2264159583;01/02/2023;521484087;5700032;10
951770400;10/02/2021;598428532;5791012;293
952345687;19/06/2024;573543477;5809734;277
959493311;02/01/2023;525940541;5726197;219
959654332;08/01/2022;525940541;5780831;28
975474879;30/04/2023;597908642;5869136;163
975652108;18/04/2023;413500273;5807862;39
985025244;23/12/2021;598412013;5848082;139
985687192;18/02/2023;525940541;5565096;260
990485904;24/02/2022;596531321;5834733;146
1002109674;28/06/2021;596787212;37457;293
874119575;17/10/2022;558225141;5868795;3000
1007656847;03/03/2024;523313469;5850619;278
1012756135;02/11/2021;596034858;5898361;116
1016877732;02/06/2024;522014140;5810408;25
1017466693;07/06/2022;471869326;59893;212
6656237548;12/05/2023;598820580;5708150;14
1025314117;09/09/2022;567289579;5862844;233
9446341699;09/01/2024;521484087;5700032;10
1032790509;19/02/2022;596667638;5866173;11
1437083013;12/04/2022;521484087;5700032;10
7093421982;05/02/2022;597040052;5801068;14
1035452881;31/05/2023;589400126;5888062;237
5866973920;23/08/2023;521484087;5809910;10
1040855330;19/03/2023;566888554;5784982;151
1041533056;08/03/2024;544517840;5869135;189
1042000471;07/09/2023;413500273;5896433;19
1042138535;06/03/2023;413500273;5734590;236
1049319716;13/01/2023;544517840;5809910;100
784057646;02/02/2022;523980941;5683350;30
1061425225;12/12/2023;471869326;5692284;88
1064089817;29/10/2023;581003556;5567896;190
1069160214;15/05/2024;525940541;5726162;17
1069821196;07/11/2021;544517840;5651967;150
63512158;17/03/2022;597040052;5804270;14
1073017163;03/08/2021;578479164;5572;280
1073198916;27/05/2023;419892080;5867073;242
1077453501;06/09/2022;599031499;5836520;54
1078678275;27/05/2024;543632944;5915373;53
1083124630;14/05/2023;567289579;5867181;231
1086341698;31/01/2023;413500273;5736338;138
1086858780;19/11/2021;564799545;5766378;93
1087054577;26/02/2021;471288966;60009;133
1087177423;23/10/2021;516664511;5854835;63
375161394;06/11/2021;558225141;5809861;3000
1095744635;08/01/2022;413500273;5584856;61
5502295267;28/02/2023;580815064;5821159;34
1099840028;30/05/2022;590949223;5858981;59
1105837406;09/05/2021;567289579;5682468;295
1108733995;05/05/2021;416761821;5901660;135
918054153;01/08/2022;597040052;4229;14
5414335135;04/02/2023;597040052;5809165;14
1122498210;05/02/2024;412461044;5846064;86
1123247492;09/03/2023;542858086;5790563;239
1125944938;21/04/2023;566146679;5759492;171
1131641664;31/10/2022;596370928;5821230;100
1134109778;19/02/2023;592262174;5753491;25
1135871973;10/10/2021;596667638;5847872;218
1139949278;17/07/2022;569030965;4807;95
4655670251;02/04/2024;597040052;5882772;14
1148327853;09/09/2021;525940541;5700045;15
1150123284;22/02/2022;574666306;5905544;148
1150234327;11/07/2023;335331807;5560758;225
1150860184;08/01/2021;587709036;5809912;135
8349525383;25/03/2022;523980941;5683350;35
5535441575;23/08/2022;597040052;5773361;14
239047673;05/06/2023;387249893;5834651;3000
1172132319;16/09/2022;565654046;5568054;26
1178715985;23/03/2022;597184514;5807828;141
1179902998;20/04/2023;581003556;5674745;279
1185614728;20/07/2023;535371044;5715298;141
1186337518;03/09/2021;598466618;5857673;100
1188011677;31/05/2023;522014140;5868465;259
1195217286;10/04/2024;413500273;5861343;180
1196173286;24/08/2021;552411463;5917178;238
1196389963;30/07/2021;597263236;5802649;240
1202705166;19/08/2023;597205781;5855118;82
1203233976;24/06/2024;525940541;5903984;180
1208341500;05/04/2022;413500273;5733864;175
195781860;10/02/2022;580815064;5568210;40
8620298699;23/08/2022;580815064;5820477;40
1215106319;17/09/2023;596667638;5897793;260
1221839004;25/04/2023;567031543;5804667;62
1222570574;16/07/2022;569791617;5833786;171
1227959691;07/07/2022;477542957;5751742;294
1231321565;27/04/2023;564799545;5766378;101
1233246736;26/06/2023;525940541;5545160;177
1234103840;10/10/2023;335331807;5813323;62
1235699109;20/11/2021;325489429;5550028;73
1238301454;27/04/2021;535371044;5812922;158
7966570352;05/06/2021;597040052;5815144;14
1239800485;15/06/2021;241623554;5826420;58
5294296150;26/02/2024;552012033;5870691;3000
1243442104;24/11/2023;596667638;5894234;171
1243616521;06/03/2024;590949223;5861342;294
1244395092;28/05/2021;596370928;5815147;230
4350388723;17/01/2021;597040052;5857012;14
1245103810;19/05/2022;585027010;5836511;107
1245294774;14/07/2022;543632944;5703721;225
1248691486;11/12/2022;325489429;5839658;111
1254648596;09/01/2021;598276641;5854271;285
8784276016;28/01/2021;597638767;5891499;2000
1257703424;03/07/2023;597144867;5781252;168
1259699328;13/08/2022;416761821;4765;216
915616208;25/09/2023;580815064;5820460;42
1813103382;06/06/2022;597040052;33956;14
1831390987;06/05/2023;580815064;5697542;42
1286470300;25/11/2021;413500273;5736500;16
1287876000;11/07/2023;416761821;5900592;130
1288840572;20/01/2022;578479164;5823005;247
1289425290;28/02/2022;598411064;5884290;105
1295421960;20/07/2023;590949223;5550028;86
1298679008;25/12/2023;542858086;5848113;28
3261363167;02/03/2024;580815064;5820411;42
4251413785;02/11/2023;598014854;5804820;118
1305421558;13/09/2022;581003556;5789896;269
8058801894;02/01/2023;488624480;5560990;42
1317083745;20/05/2021;335331807;5560758;93
8230614997;30/08/2021;597040052;5724230;14
1322500394;05/02/2023;577738817;5897798;116
1323993519;09/02/2021;543040122;5835328;295
1329568558;08/01/2022;566888554;5916111;107
1335225783;14/11/2023;596370928;5821241;202
1335784249;01/08/2022;525940541;5850628;289
1340219631;11/03/2021;416761821;5870668;171
1341729935;28/04/2022;596667638;5897793;186
1347239038;05/01/2024;581003556;5567992;22
1354050498;01/01/2022;525940541;5700037;109
1363685678;03/10/2021;558119458;5833318;257
1366398540;15/04/2023;567289579;5897975;27
1366673512;21/07/2023;597458812;5752164;103
1367592807;02/07/2023;595898452;5769878;128
3663137406;26/06/2024;597040052;5882774;14
1377550341;31/08/2021;597530295;5844359;220
1378806735;16/03/2024;581003556;5757291;261
1382143044;13/01/2021;596251631;5751742;276
1382291342;16/10/2022;413500273;5873645;290
1382408689;22/07/2023;597144867;5836206;190
1384131847;13/01/2022;335331807;5850281;262
1998254979;05/02/2021;521484087;5809910;10
1390779755;27/05/2022;567031543;5812119;290
1391611506;16/01/2024;413500273;5736322;218
1395274379;06/02/2021;596667638;5845551;105
1398029833;15/09/2021;566888554;5690220;257
1398273151;07/03/2021;574666306;5905544;121
1405981891;14/07/2021;598276641;5649214;73
1408775730;01/11/2022;413500273;5897534;97
1411456149;03/09/2022;554577119;5870406;126
1414682371;13/09/2023;597717159;5822642;107
1415721404;07/10/2022;596667638;5794757;73
1424016358;03/09/2022;578649254;5906217;226
1431154146;02/08/2023;416761821;5867040;17
1433026325;21/02/2022;566888554;5684932;103
9871102628;26/10/2023;521484087;5700032;10
1444879860;12/04/2023;413500273;5828610;177
3122284554;14/05/2024;488624480;5560994;43
1448788352;27/12/2022;590949223;5911265;133
1449248198;01/01/2024;523197916;5777432;289
1454839456;03/02/2022;518053011;5769925;122
1458703097;04/10/2023;413500273;5736322;147
1463203426;11/07/2021;597100177;5570246;246
1463832372;21/05/2021;590949223;5730521;69
9150237197;03/07/2021;597040052;3762;14
1474945863;13/01/2022;598551480;60181;274
1483057497;24/01/2023;596370928;5815139;144
1483661307;14/03/2023;416761821;5901660;240
1486701539;02/08/2022;393615613;5786837;26
1491011006;20/10/2023;367019853;5908305;276
6495095206;08/12/2023;597040052;5614841;14
1495856204;21/09/2021;598551480;5769988;106
1495967871;09/08/2023;419892080;5826195;267
1514251666;08/05/2022;544517840;5618223;63
1514254415;22/08/2021;596034858;5898361;183
316065133;31/05/2022;521484087;5700032;10
1523463010;07/05/2022;597717159;5804462;157
1524621728;30/11/2021;574666306;5817680;111
1525481592;04/03/2024;241623554;5835041;243
1529467293;05/07/2022;569130451;5917178;113
1531952815;10/05/2023;581003556;5836339;140
1536816618;01/07/2023;596826947;5788435;91
1539418723;11/01/2024;416761821;5549838;25
1539934741;19/11/2023;598531885;5769925;232
9772506004;14/02/2022;568449307;5778430;2000
1546920728;20/03/2022;596370928;5815140;38
1554578369;04/07/2021;596372723;5649236;150
1557228133;06/03/2024;598924539;5850859;67
3699808064;26/12/2021;558225141;5809912;5000
6491049180;23/06/2021;488624480;5850003;43
1565434340;13/07/2022;566888554;5742325;286
7203109839;16/04/2022;597040052;5614841;14
1567519687;20/05/2022;597606764;5826185;89
1575516212;02/10/2021;325489429;5550028;205
8953407028;16/12/2023;597040052;5801033;14
1582508743;18/10/2021;596370928;5833637;217
1583649182;01/02/2022;413500273;5800788;53
1592093598;19/03/2023;597530295;5757469;67
1593978592;05/02/2023;598276641;5550118;296
1594280026;19/12/2021;518872821;5862566;148
1601684512;09/04/2023;592709430;5723528;45
1605011487;07/09/2023;581003556;5674751;232
1610350245;07/09/2023;413500273;5861343;14
1612911312;13/02/2023;598834621;5902154;238
1621973637;01/10/2023;581003556;5561004;82
1622213091;14/11/2021;525940541;5900284;75
1622744186;24/04/2021;413500273;5736334;120
1626154838;02/02/2022;535819571;5870459;93
1627313509;08/02/2022;566888554;5863907;287
1627705476;06/07/2022;335331807;5867159;102
1630233476;22/02/2023;599031499;5585658;96
1631418953;23/06/2022;525940541;5809251;175
1632016090;12/06/2022;581003556;5815167;87
1635563507;25/06/2022;598276641;5843051;177
4452940918;21/05/2023;597040052;5804261;14
1636547587;29/11/2023;597144867;5677166;79
1640618305;23/02/2021;598276641;5681612;218
1641776101;23/10/2022;587458835;10107;84
1642831366;04/03/2024;413500273;5736095;13
1642895637;13/03/2023;585027010;5836510;18
9668117813;23/10/2023;488624480;5801070;43
1646401292;09/08/2021;597144867;5677166;131
1648128827;08/04/2023;355849921;5714065;53
1651489620;08/09/2023;590949223;5742717;133
1652050582;01/09/2023;325489429;5550104;156
1653637316;07/07/2021;590949223;5836843;99
1665972885;02/01/2021;598041477;5858914;22
1666400524;20/11/2023;416761821;5853686;238
1666501344;04/01/2024;543632944;5889484;298
1669605659;22/04/2021;367019853;5908731;60
1677037392;05/01/2022;590949223;5550106;286
1679969068;21/10/2021;412461044;5823267;81
1688464916;29/01/2024;566888554;5690235;86
7239047164;27/04/2021;597040052;5804386;14
5996713395;29/08/2022;521484087;5700032;10
5503679439;31/05/2021;565528719;5812118;14
1710010283;07/02/2022;581003556;5561004;98
9917703148;17/02/2023;521484087;5700032;10
1713885316;28/10/2022;325489429;5726172;195
1715995544;06/08/2023;595563988;5755373;22
1771333421;03/01/2022;521484087;5700032;10
1719460001;19/03/2024;325489429;5565094;202
1722926610;08/08/2023;596761517;5650457;153
3804082293;31/10/2021;597040052;5910974;14
1729636165;06/08/2021;573354992;5815730;103
1731695713;16/10/2021;413500273;5862654;159
1753562559;15/07/2021;488624480;5801030;45
1732615041;29/03/2021;460253771;5884033;41
1942462148;24/07/2022;597040052;4185;14
7781248522;08/05/2022;502260544;5809911;2000
1743366728;07/05/2021;595577718;5843547;183
4176179753;15/04/2024;521484087;5700032;10
1748736595;24/08/2023;460253771;5884009;31
1750701776;16/10/2022;585027010;5836527;67
1752984509;25/10/2022;525940541;5907848;118
4652851090;04/06/2024;580815064;5901625;45
1756294483;11/12/2023;597941158;5835042;47
1757596032;22/05/2024;566888554;5837127;124
1760980156;07/06/2023;598405159;5769877;140
1764558251;27/06/2022;416761821;5867963;53
1768527742;10/03/2021;566888554;5684912;100
1770262875;11/06/2021;596286718;5842644;83
5835793474;21/06/2021;521484087;5700032;10
1778398673;21/08/2022;552411463;5917178;189
9212392875;03/11/2023;488624480;5796819;45
1827522516;09/11/2023;597040052;5804386;14
2297690990;01/11/2021;597040052;4641;14
1798411756;23/09/2022;596667638;5884253;45
1801338820;23/08/2023;543632944;5915408;170
9220163902;05/09/2023;580815064;5861278;45
853388938;28/07/2021;597040052;5800845;14
1806053659;16/04/2021;566888554;5855095;177
1492396347;09/09/2021;597040052;5857017;14
1814432043;19/09/2021;596667638;5816396;13
1815441239;21/07/2021;525940541;5841326;25
1815777817;15/06/2022;597184514;5854897;287
1824482313;28/01/2021;564799545;5766378;162
1824633814;08/01/2022;567289579;5682468;56
452704082;06/10/2023;597040052;5891943;14
1828936173;26/04/2023;419892080;5780831;231
2322889140;18/08/2021;580815064;5820434;46
3953254331;08/02/2024;488624480;5801030;48
1834650850;02/05/2024;525940541;5726164;182
1836455025;23/05/2023;566888554;5690220;10
1836709376;18/05/2021;514907810;5906527;44
1838069023;21/01/2023;596667638;5814529;159
5894301379;22/08/2023;580815064;5820459;49
1842737372;08/11/2021;596474864;5677982;231
5563404140;10/09/2022;597040052;5809165;14
1854638287;25/04/2023;585027010;5836488;25
1860972066;30/06/2023;582608215;5565102;72
5950520332;23/11/2023;488624480;5801033;52
1870889215;03/10/2021;596251631;5751742;242
1880449371;13/05/2024;413500273;5734590;244
1887678389;28/12/2023;597184514;5774946;289
1797355142;12/05/2023;597040052;5816633;14
1889270244;27/12/2021;566888554;5855565;33
1900167543;13/08/2023;581003556;5700031;99
1902601332;11/12/2022;581003556;5813858;87
1908017190;05/08/2023;566888554;5903598;154
1909860524;08/10/2023;367019853;5911781;90
7835770311;06/05/2023;521484087;5700032;10
1911865595;17/04/2022;454739510;5809865;53
3995271038;13/05/2021;580815064;5902897;54
1916781590;26/06/2022;577738817;5620924;169
1919551396;31/03/2023;596073300;5842668;400
1922330268;09/10/2021;413500273;7680;188
5953119659;12/11/2022;565528719;5761285;14
1924435701;18/05/2022;596667638;5877766;268
1924493819;09/11/2021;596211130;6819;244
1930754782;12/07/2023;412461044;5899850;260
458736137;29/03/2023;597040052;5800960;14
